,Title,Score,Comment
987,스즈메의 문단속,8,오랜만에 더나이스한 영화다
988,샤잠! 신들의 분노,7,수작이라고는 할 수 없지만 재미는 있다
989,소울메이트,10,배우들 연기력이 미쳤음 이럴수도 있겠구나 하면서 봄
990,스즈메의 문단속,8,감동있어요 다만 내용들은 조금 부실합니다.
991,영웅,2,누구도 욕할수없는 영웅을 팔아 졸작을 만들었군... 돈아까움영화를 욕하는거지 안중근의사를 욕하는게아님
992,"귀멸의 칼날: 상현집결, 그리고 도공 마을로",7,전형적인 사무라이뽕…애니 작화 회사가 멱살잡고 캐리하는 애니
993,스즈메의 문단속,10,영화가 주는 메시지가 정말 와닿는 느낌이었고 주려는 메시지 전달 하나 만으로도 제가 계속 애정하는 영화로 남을 듯 합니다 잘 봤습니다
994,렉트,4,배우를 연기할 상황에 던져놓고 움직이게 해야지 불친절한 상황설명과 느린 진행에 애드리안 브로디의 연기마저 지루했다.
995,소울메이트,10,역시 믿고 보는 김다미ㅠㅠ 전소니 배우도 감정연기 보면서 과몰입해가지고 보는 내내 나는 그냥 소울메이트였다...
996,소울메이트,6,영화 잘감상했습니다.
997,소울메이트,7,소울메이트 영화 잘봤습니다.
998,스즈메의 문단속,10,도쿄상공씬 ost 개 소름
999,스즈메의 문단속,9,기대이상이네요 9점드립니다
