Title,Score,Comment
헤어질 결심,10,계속상영했음좋겠어요~ 자꾸생각이나서 다른영화를 못 보겠어요 수백편의영화를봤지만 이렇게 여운이 긴 영화는 처음입니다 보고나면 바로 또 보고싶은 단일한 영화입니다
헌트,1,기대를 너무 많이했나 생각보다 너무너무 지루했음... 스토리는 엉성해도 재미라도 있었으면 좋았을텐데 이건 재미도 없고 감동도 없고 스토리도 엉성하고.. 이정재 감독 데뷔작이라 그런건지 전반적으로 작품성이 많이 떨어지는듯 ㅠ
정글 크루즈,8,지루하긴한데 나쁘진 않다
탑건: 매버릭,10,
버블,8,"개연성 생각지 마시고 그냥 영상미만 본다고 생각하세요. 그럼 영화가 아주 볼만함. 그래서 왜? 라는 의문을 가지면 끝도 없을 정도로 읭? 이런다고? 할 정도지만, 그냥 영상미만 생각하고 보면  잘 만든 영화입니다."
추격자,10,두 주연 배우의 연기력과 탄탄한 스토리 그리고 완벽한 연출 이 세가지가 합쳐져서 엄청난 명작을 만든 것 같아요 살면서 한번은 꼭 봐야할 영화..!
김호중 컴백 무비 빛이 나는 사람 PART 1. 다시 당신 곁으로,10,
외계+인 1부,10,나 이거 너무 잼있는데? ! 응? 나만이상한겨? 너무잼나게 봤는데 나만 이상한겨~~~????평점 만점 줘따 2부 내놔라 궁금하단 말이다 세상잼나구만 니들왜그르냐 악플달지마 나 2부 봐야한단 말이야 ㅜㅜ
차인표,1,...와...내시간....
밀양,7,보는 내내 너무 힘들었다  힘들었다.
한산: 용의 출현,10,스토리전개며 배우들의 멋진 연기며재밌고 감동깊게 봤습니다~
외계+인 1부,10,"다 자기취향이지, 재미있드만 난리고"
한산: 용의 출현,10,거북선에 대한 새로운 매력!!!보고 오자마자 레고로 선체가 낮은 거북선을 만드는 초딩 아들!
임파서블 러브,9,한여자의 잘못된 선택이어떠한 결과가 나타내는지에 대한 이야기
박치기!,10,임진강 맑은무으~~~른~~~~
헌트,9,좋아요좋아요좋아요좋아요
헤어질 결심,10,올해 본 영화 중 최고의 작품
서울대작전,8,평점이  많이  낮은데  전  재밌게 잘봤어요.  배우분들 연기  짱이네요.
김호중 컴백 무비 빛이 나는 사람 PART 1. 다시 당신 곁으로,10,김호중 가수의   진솔한 이야기가 감동입니다
김호중 컴백 무비 빛이 나는 사람 PART 1. 다시 당신 곁으로,10,김호중  별님이하면 뭐든 최고가된다 천상의 목소리로 감성감동 세포하나하나  다깨운다
김호중 컴백 무비 빛이 나는 사람 PART 1. 다시 당신 곁으로,10,너무감동깊게 보았습니다
김호중 컴백 무비 빛이 나는 사람 PART 1. 다시 당신 곁으로,10,김호중 님 컴백 무비 빛이 나는 사람 아리스를 위하여 만들고 노래한  영상 잘 보네요 우리 별님 영원히 응원하고 사랑합니다 빈체로!!!
헌트,10,요몇년간 지루한 적 없는 영화가 처음입니다. 실제사건들이 떠올라 더 집중되었습니다. 아쉬운 건 놓치는 대사들이 있었던거 같네요..ㅎ 잘 보았습니다. 몇번 실패했는데. 이번엔 잘봤어요.
한산: 용의 출현,10,사이다!!!시원합니다평생 우리나라 괴롭히고 반성도 안하는 그 족속들 생각하면 화나는데 속이 좀 풀리네요
김호중 컴백 무비 빛이 나는 사람 PART 1. 다시 당신 곁으로,10,
서울대작전,7,B급감성으로 괜찮았던거같다 대사는 좀 오글 기억나는건 문소리님 연기대박
육사오(6/45),10,기대안하고 봤는데 너무 재밌었어요!
미드웨이,6,미군들은 OO들만 모였나 영화보는내내 개답답하다. 일본놈들한테 계속 쳐 발리기만하고. 뭐하나 맞추는게 없다. 미군들 개답답함
밤쉘: 세상을 바꾼 폭탄선언,10,인상깊은 영화였습니다
서울대작전,8,후반으로 갈수록 흥미진진하고 배우들 연기도 좋았고 영화 재밌어요
헌트,10,이정재는 대운이 든게 분명하다.
헤어질 결심,1,아~모야?모냐고~평점높아서 기대겁나하고 봤구만 완전 재미없네~ 이정현은 갑자기 왜 짐싸들고 나간거? 산 타는 아제는 누가 죽인거며? 사철성이랑 송서래는 어케알게된거며? 똥싸고 밑 안닦은 기분
헌트,10,하도 싸워가지고 조조영화로 보는 것보다 심야영화로 보는 게 집에 오는 길이 조용하여 돼단히 심적으로 안정이 온다.
육사오(6/45),8,"기대를 안하고 너무 뻔한 내용일거라 생각했는데 중간 중간 터지는 유머가 소소하게 잘 스며들었고, 자칫하면 유치할 수 있는 내용을 유머러스하게 연출 및 연기력으로 지루함 없이 잘 볼 수 있었다!"
김호중 컴백 무비 빛이 나는 사람 PART 1. 다시 당신 곁으로,10,김호중 빛이나는 사람 무비 기대됩니다.
삼진그룹 영어토익반,2,하아 ㅠㅠ최악의 영화중하나
육사오(6/45),10,잼있게 봤어요 많이 웃고 ㅎㅎ
날씨의 아이,4,너의 이름은과 같은 연출 같은 느낌. 감독의 한계인가
외계+인 1부,8,나름 볼만한듯~~ CG도 멋있고 김태리 쫌 멋진듯 ㅋ
한산: 용의 출현,1,홍보와는 다르게 너무 지루 합니다.
외계+인 1부,8,
육사오(6/45),8,독특한 아이디어에 코믹한 연기가 좋았습니다.
헌트,10,대한민국에서 이런 영화가 나온다는게 감동이내요살면서 영화 평점을 처음 적습니다이정재 감동(배우)님 너무너무 대단한 연출 정말 고민이 많으셨을꺼라 생각 됩니다.굉장히 민감한 내용일텐데... 제작을 하신 용기에도 박수를 한번 더 보내구요영화를 보는 내내 벅차 올랐습니다. 대한민국 사람이라면 꼭 보셔야 될 영화라고 생각하내요
김호중 컴백 무비 빛이 나는 사람 PART 1. 다시 당신 곁으로,10,빛이나는사람  김호중 승승장구 하세요응원합니다
헌트,3,진짜 3단어로 이 영화 요약 가능함탕! 펑! 으악!
김호중 컴백 무비 빛이 나는 사람 PART 1. 다시 당신 곁으로,10,김호중 가수의 잔잔한 질실된 모습이 좋네요
육사오(6/45),10,코미디  영화가 웃기면  최고지요!?
범죄도시2,10,마형사의 주먹 처럼 시원한 액션과 스토리 진행 경찰의 액션 동작과 범죄자들의 액션동작의 차이가 손끗 하나에도 느껴져서 꽤나 멋졌음 특히 총뺐기 칼든 범죄자 엎어치기 등 깔끔하고 시원한 액션이 멋짐멋짐
육사오(6/45),10,이런 코미디가 최고지요
맨 프롬 토론토,6,흑인과 백인간의 티키타카는 킬러의 보디가드가 떠오르지만 기본기가 안된 영화 평점 6.0
김호중 컴백 무비 빛이 나는 사람 PART 1. 다시 당신 곁으로,10,
효자,10,이런게진짜 K컬쳐. 어느나라영화와비교해도자신만만할수작. 한참더흥행했어야할 진짜한국영화. 우리는 상상조차할수없는사므름다움속에살고잇다
놉,10,또 보고 싶다아아아!!
서울대작전,10,나는 넘나 재미있었는뒙 개꿀잼
서울대작전,2,영화보는 동안 유아인 동생역 진짜 연기 개못하고 짜증 그자체다 한심스럽다
리틀 포레스트,10,너무 힐링되는 영화에요 제 인생영화가 될정도로.. 지금 방금본게 5번째 되네요 ㅎㅎ
육사오(6/45),10,너무 재밌고웃기고 즐거웠습니다♡
김호중 컴백 무비 빛이 나는 사람 PART 1. 다시 당신 곁으로,10,김호중의 가수의 잔잔한 일상을  볼수있어서 너무 좋습니다
외계+인 1부,10,집중도 잘되고 재밋음 ㅋㅋ
육사오(6/45),10,옆에 아줌마 엄청 웃으시고 나랑 친구도 계속 재밌다 재밌다 하면서 봄 ㅋㅋㅋㅋ 다들 연기도 잘하시고 ott에 뜨면 한번 더 보고싶
한산: 용의 출현,10,해상전투씬 멋지고 왜구 장군보다 더 대사가 적은 이순신장군님 이시지만 그만큼 고뇌함을 느낄 수 있었어요 확실히 배우들의 연기가 너무 좋았어요
한산: 용의 출현,10,진짜 재밌게봤네요. 명량보다 3배정도 집중해서 본듯
한산: 용의 출현,10,너무 멋있고 감동적이였어요 배우분들 모두 연기 잘해주셨어요 최고!
헤어질 결심,10,"인생영화, 박찬욱이 박찬욱했다."
김호중 컴백 무비 빛이 나는 사람 PART 1. 다시 당신 곁으로,10,김호중 가수에 대해 더 잘 알게된 영화
서울대작전,6,눈이 재밌는 영화. 씬스틸러 민호가 다했다
헤어질 결심,10,진짜 미쳤다.. 가슴속을 파고 들어 심장까지 타들어갔다.마지막 10분은 평생 못잊을듯.
반지의 제왕: 반지 원정대,10,"호빗보다가 다시 이거보니까 평점 매기는것이 무색할 정도로 완벽하다. 판타지 영화의 교과서. 스토리에 맞는 분위기와 연출, 개연성, 버릴게 없는 각본, 심지어 호빗보다 CG가 더 좋아보인다."
한산: 용의 출현,10,오늘 보고 왔는데 명량을 뛰어넘네요. 다시 보러 갈려고요.
김호중 컴백 무비 빛이 나는 사람 PART 1. 다시 당신 곁으로,10,
김호중 컴백 무비 빛이 나는 사람 PART 1. 다시 당신 곁으로,10,
외계+인 1부,10,다음편 기대하게하는  영화 스토리 탄탄하고 연결 억지로맞추는 느낌도없이 자연스레 설명하듯 흐르고
더 킬러: 죽어도 되는 아이,9,역시 장혁 ^^ 멋진 액션
호빗 : 뜻밖의 여정,7,반지의 제왕과 비교될 수밖에 없다. 엄근진한 분위기가 아니라 생각보다 캐주얼한 느낌이 강하다. 빌보가 뜻밖의 여정을 하기엔 동기가 부족해 보였다. 각본도 생각보다 유치해서 기억에 남는 대사가 없다. 피터잭슨이 만든것이 맞나 싶다. CG는 후반으로 갈 수록 디즈니 애니를 보는것 같았다. 디즈니 애니였다면 고퀄이었을 CG가 실사영화에는 당연히 이질감이 든다. 이런것들 제외하면 가볍게 생각없이 볼 수 있는 킬링타임 영화 느낌이 든다. 참고로 골룸이 진짜 귀엽다.
외계+인 1부,6,이 영화를 보고 짬뽕이 생가났습니다
육사오(6/45),8,"소재도 독특했고, 재밌게 봤어요"
김호중 컴백 무비 빛이 나는 사람 PART 1. 다시 당신 곁으로,10,멋진아티스트 김호중님
외계+인 1부,7,"시도와 도전 자체에 박수를...1부 흥행은 실패지만, 2부에서 만회할 수 있을것!"
김호중 컴백 무비 빛이 나는 사람 PART 1. 다시 당신 곁으로,10,따뜻한 인성과 팬을향한 사랑이 담겨있는 찐한감동을 느끼게 해준 영화 보고 또또보는 중♡
김호중 컴백 무비 빛이 나는 사람 PART 1. 다시 당신 곁으로,10,김호중 노래는 믿고 들을 수 있지요.
서울대작전,2,보는내내 분노의 질주가 머리속에서 지워지질 않더라
김호중 컴백 무비 빛이 나는 사람 PART 1. 다시 당신 곁으로,10,김호중님의 감동과 진심이 느껴지는 무비네요
아수라,10,알고보면 후덜덜한영화현실은 더 영화보다 더한다는거 컥!
육사오(6/45),10,오랜만에 마음껏 웃고 왔어요~재밌어요~~
김호중 컴백 무비 빛이 나는 사람 PART 1. 다시 당신 곁으로,10,
김호중 컴백 무비 빛이 나는 사람 PART 1. 다시 당신 곁으로,10,
꾼,6,기대했던 것과 달라...도둑들같은 느낌인줄 알았는데...무뜬금 신파나와서 김샜다.
김호중 컴백 무비 빛이 나는 사람 PART 1. 다시 당신 곁으로,10,별님의  소소한  심정 을 들을수  있고일상을  볼수있다
김호중 컴백 무비 빛이 나는 사람 PART 1. 다시 당신 곁으로,10,"김호중 님의 진실되고 소박한, 자연스러운 모습을 볼수 있어서 좋았습니다♡♡"
탑건: 매버릭,10,탑건 1을 보고 봤는데 1이 재밌어서 놀랐다. 근데 2도 재밌네.OST는 1을 따라갈수가 없네.
김호중 컴백 무비 빛이 나는 사람 PART 1. 다시 당신 곁으로,10,김호중 어디서나 빛이나는사람응원합니다
김호중 컴백 무비 빛이 나는 사람 PART 1. 다시 당신 곁으로,10,김호중님 팬이시라면 보시기를 추천드립니다~배경음악이 너무 좋네요~
김호중 컴백 무비 빛이 나는 사람 PART 1. 다시 당신 곁으로,10,
7번방의 선물,10,예승이 아빠 살려내줘요
서울대작전,1,아인씨 ... 제발 힘 좀 빼고 연기하세요 ㅠㅠ 쪼가 진짜 너무 심해요...안볼려고 하다가 봤는데 역시나네요 ... 그리고 송민호 하 ... 유아인이 ... 뭔 소름돋았다고?? 겁나 잘 맥이시네요...
범죄도시2,10,존나재밌음. 쓸데없는 감정소모 안해도 되서 좋음. 액션 시원시원함
김호중 컴백 무비 빛이 나는 사람 PART 1. 다시 당신 곁으로,10,
김호중 컴백 무비 빛이 나는 사람 PART 1. 다시 당신 곁으로,10,진솔한모습  좋아요♡♡
봄의 왈츠,4,한효주 참 이쁘긴 하다.
여름 향기,4,손예진만 좋았다.
서울대작전,1,와 너무 재미없다. 송민호팬인 동생이 이거 보는데 초반에 잠듬ㅋㅋㅋ
한산: 용의 출현,7,"영상미나 액션지수는 좋았는데, 스토리가 좀 부실한것 같았습니다"
한산: 용의 출현,6,"좀 적당히 해야지. 조선의 배들은 무슨 죄다 엔진, 모터 달린 배들이야? 노를 젓는 배들인데 이건 해도 해도 너무 하잖아. 게다가 이순신은 대사가 없어요. 대사가.. -_-"
놉,9,
마녀(魔女) Part2. The Other One,2,"박은빈 대사 너무 어색해서 집중이 안돼고, 서은수 연기 너무 안어울린다~ 둘다 남의 옷 빌려입고연기하는듯!"
김호중 컴백 무비 빛이 나는 사람 PART 1. 다시 당신 곁으로,10,
써니,9,
열흘 밤의 꿈,1,
김호중 컴백 무비 빛이 나는 사람 PART 1. 다시 당신 곁으로,10,김호중 소집해제후 그동안 변함없이 기다려준 아리스들을 위한 노래와 감동적인 장면 그리고 명품보이스의 노래가 빛이나는 영화입니다
외계+인 1부,10,생각보다 괜찮음. 6점대 수준의 평점은 아님
김호중 컴백 무비 빛이 나는 사람 PART 1. 다시 당신 곁으로,10,김호중 가수님의 삶의 진정성 음악에대한 진심이 담겨 있습니다
헌트,10,
김호중 컴백 무비 빛이 나는 사람 PART 1. 다시 당신 곁으로,10,김호중님 자작곡 너무 편안한 느낌입니다
김호중 컴백 무비 빛이 나는 사람 PART 1. 다시 당신 곁으로,10,
육사오(6/45),2,
육사오(6/45),7,오랜만에 웃으면서 영화봤네요
김호중 컴백 무비 빛이 나는 사람 PART 1. 다시 당신 곁으로,10,김호중 가수가 팬들을 향한 너무나  큰 고마움과 팬  또한  김호중  가수에  대한  사랑이  보였다
